Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
14-035733,2014-08,08/07/2014 12:00,Y, , ,1, , 51112,3,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3943,S COMPTON AVE,16, ,VACANT BUILDING,3943,COMPTON,894734.1,1001791
14-036254,2014-08,08/07/2014 12:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5540,NATURAL BRIDGE AVE,50, , ,4657,FARLIN,887178.7,1037272
14-035738,2014-08,08/07/2014 12:10,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",130,N NEWSTEAD AVE,38, ,@ SHAPIRO MARKET,110,NEWSTEAD,890420.8,1022424
14-035732,2014-08,08/07/2014 12:15,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4040,PECK ST,67, , ,4200,PLEASANT,902200.5,1030729
14-035750,2014-08,08/07/2014 12:32,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3117,OLIVE ST,37,OUTREACH FOOD SERVICE,PARKINIG LOT,3117,OLIVE,898913.9,1020445
14-035730,2014-08,08/07/2014 12:38,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,4715,LEDUC ST,55, , ,4014,UNION,890976.4,1030387
14-035744,2014-08,08/07/2014 12:50,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS, , ,893788.8,1005469
14-035800,2014-08,08/07/2014 13:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,220,S JEFFERSON AVE,36,PROBATION AND PAROLE, , , ,901349.4,1018193
14-035769,2014-08,08/07/2014 13:00,Y, , ,1, ,182400,1,DRUGS-POSSESSION/MARIJUANA,7008,EUGENE AVE,4, , ,7008,EUGENE,887252.4,992477.5
14-037589,2014-08,08/07/2014 13:14,Y, , ,1, ,111200,1,FRAUD-BAD CHECK/NO ACCOUNT,4660,CHIPPEWA ST,5,BMO HARRIS BANK,BMO HARRIS BANK,4660,CHIPPEWA,885362.3,1003846
14-035771,2014-08,08/07/2014 13:15,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",1,CHAIN OF ROCKS BRG,75,OLD CHAIN OF ROCKS BRIDGE, , , ,910906.4,1067397
14-036664,2014-08,08/07/2014 13:30,Y, , ,1, , 51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5116,TERRY AVE,52, , ,5116,TERRY,889044.5,1033475
14-035764,2014-08,08/07/2014 13:31,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,1610,OLIVE ST,36, , ,1610,OLIVE,904990.8,1018745
14-035768,2014-08,08/07/2014 13:50,Y, , ,1, , 32111,5,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,4101,OLIVE ST,38, , ,4101,OLIVE,893355.1,1023308
14-036834,2014-08,08/07/2014 13:56,Y, , ,1, ,266510,3,PUBLIC ORDER-TRESPASSING,3559,NEBRASKA AVE,19, , ,3559,NEBRASKA,896426.3,1004049
14-035757,2014-08,08/07/2014 14:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1711,COCHRAN PL,61,PRESERVATION APARTMENTS,NUISANCE ABATEMENT PROPERTY,1711,COCHRAN,905432.7,1022657
14-036377,2014-08,08/07/2014 14:00,Y, , ,1, , 51122,1,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,4525,S GRAND BLVD,16, ,1ST FL,4525,GRAND,892391.7,999131.3
14-035762,2014-08,08/07/2014 14:20,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3615,N. 20TH,65, ,NUISANCE ABATEMENT PROPERTY,3615,N. 20TH,0,0
14-035775,2014-08,08/07/2014 14:37,Y, , ,1, ,182999,4,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3926,N GRAND BLVD,67, ,KINGS FRIED RICE,3926,GRAND,901607.1,1030425
14-035777,2014-08,08/07/2014 14:42,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,500,N KINGSHIGHWAY BLVD,38, , , , ,887795.3,1025617
14-035793,2014-08,08/07/2014 14:50,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,"@PSB : XY(91008776,101440263)",35,POPULAR STREET BRIDGE,@PSB, , ,910087.8,1014403
14-035911,2014-08,08/07/2014 15:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",200,S 4TH ST,35,CROWNE PLAZA, ,200,4TH,909014.1,1015761
14-035886,2014-08,08/07/2014 15:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1107,DOLMAN ST,32, , ,1107,DOLMAN,903192.7,1014386
14-035986,2014-08,08/07/2014 15:00,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,4550,FOREST PARK AVE,38,PARKWAY HOTEL,ROOM 404,4550,FOREST PARK,888974.3,1021449
14-035791,2014-08,08/07/2014 15:15,Y, , ,1, , 52122,4,BURGLARY-BUSINESS/DAY/UNLAW ENT/UNOCCUPIED,3601,N 21ST ST,65, ,@ GRANT IRON & MOTOR SHREVE ENGINE R,3601,21ST,904900.3,1028906
14-035796,2014-08,08/07/2014 15:30,Y, , ,1, , 51112,2,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,4512,CHOUTEAU AVE,39, , ,4512,CHOUTEAU,888352.6,1018466
14-035788,2014-08,08/07/2014 15:55,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,4006,N BROADWAY,64, , ,3629,BROADWAY,906705.7,1031801
14-035900,2014-08,08/07/2014 16:00,Y, , ,1, , 92000,6,SIMPLE ASSAULT-HARRASSMENT,3044,NEW ASHLAND PL,56, , ,3044,NEW ASHLAND,896334.8,1030663
14-037056,2014-08,08/07/2014 16:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,0,BATES ST / IDAHO AVE,1, , , , ,891709.3,995160.5
14-035789,2014-08,08/07/2014 16:20,Y, , ,1, ,182130,1,DRUGS-POSSESSION/HEROIN,522,HURCK ST,2, , ,522,HURCK,886470.1,987459.8
14-035909,2014-08,08/07/2014 17:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,862,RIVERTRAIL CT,74,RIVER TRAILS APARTMENTS, ,862,RIVERTRAIL,899029.3,1054189
14-035892,2014-08,08/07/2014 17:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,1031,SANFORD AVE,42, , ,1031,SANFORD,878648.9,1018909
14-035958,2014-08,08/07/2014 17:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3923,CALIFORNIA AVE,16, , ,3923,CALIFORNIA,896720.6,1001671
14-036436,2014-08,08/07/2014 17:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,510,PINE ST,35,KIENER PLAZA  EAST PARKING GARAGE, , , ,908732.9,1017197
14-036509,2014-08,08/07/2014 17:09,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3126,OREGON AVE,30, , ,3126,OREGON,897467.7,1007286
14-035805,2014-08,08/07/2014 17:20,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1900,N GRAND BLVD,59, , , , ,899035.9,1025813
14-035807,2014-08,08/07/2014 17:25,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,8601,TRAFFORD LA,73, , ,8601,TRAFFORD,891497.9,1049977
14-035814,2014-08,08/07/2014 17:28,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,5900,W CABANNE PL,48, , , , ,880285.6,1028918
14-036429,2014-08,08/07/2014 17:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1629,S 13TH ST,33, , ,1629,13TH,904082.8,1012444
14-035943,2014-08,08/07/2014 17:30,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4550,RUSKIN AVE,71, , ,4500,RUSKIN,892307.6,1039435
14-035810,2014-08,08/07/2014 17:50,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4329,S GRAND BLVD,16, , ,4329,GRAND,892786,999726.5
14-035813,2014-08,08/07/2014 17:52,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,4171,LINDELL BLVD,38, ,@SCHNUCKS - SARAH AND LINDELL,4171,LINDELL,892104.8,1022153
14-035885,2014-08,08/07/2014 18:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,2849,MCNAIR AVE,22, , ,2849,MCNAIR,900026.6,1007731
14-035949,2014-08,08/07/2014 18:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,1339,BLACKSTONE AVE,78, , ,1339,BLACKSTONE,882778,1031839
14-035890,2014-08,08/07/2014 18:00,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3017,OSAGE ST,16, ,GARAGE,3017,OSAGE,895590.7,1001550
14-035942,2014-08,08/07/2014 18:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,2002,KNOX AVE,10, , ,2002,KNOX,880150.6,1014561
14-035808,2014-08,08/07/2014 18:04,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1314,PINE ST,36, , ,1300,PINE,906149.2,1018165
14-035818,2014-08,08/07/2014 18:15,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,300,S 18TH ST,36,UNION STATION METRO PLATFORM, ,300,18TH,903905.8,1017269
14-035818,2014-08,08/07/2014 18:15,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,300,S 18TH ST,36,UNION STATION METRO PLATFORM, ,300,18TH,903905.8,1017269
14-035913,2014-08,08/07/2014 18:30,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4321,MORGANFORD RD,5, , ,4321,MORGANFORD,887556.6,1003454
14-035852,2014-08,08/07/2014 18:30,Y, , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,5915,WILSON AVE,12, ,@HOTEL- HOLIDAY INN,5915,WILSON,881299.3,1013920
14-035817,2014-08,08/07/2014 18:50,Y, , ,1, , 36421,4,ROBBERY-COMMERCE PL/STRNGARM/NO INJ/SUCCESS,1820,MARKET ST,36,ST LOUIS UNION STATION (SUBWAY), ,1820,MARKET,903731.7,1018016
14-035829,2014-08,08/07/2014 19:00,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,7450,HAMPTON AVE,6, ,@SCHNUCKS - HAMPTON AND GRAVOIS,7450,HAMPTON,879164.2,994830.9
14-036601,2014-08,08/07/2014 19:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,2303,FARRAR ST,65, , ,2303,FARRAR,903767.3,1029258
14-039293,2014-08,08/07/2014 19:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,7450,HAMPTON AVE,6, ,@SCHNUCKS - HAMPTON AND GRAVOIS,7450,HAMPTON,879164.2,994830.9
14-037237,2014-08,08/07/2014 19:20,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2701,DODIER ST,59, , ,2701,DODIER,901734.5,1027598
14-035826,2014-08,08/07/2014 19:54,Y, , ,1, ,250000,2,LOITERING-BEGGING,6100,GOVERNMENT DR,82, ,SIDEWALK LEADING UP TO ART MUSEUM, , ,0,0
14-035827,2014-08,08/07/2014 20:00,Y, , ,1, ,178200,4,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1000,WASHINGTON AVE,35, , , , ,0,0
14-035918,2014-08,08/07/2014 20:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3536,MORGANFORD RD,15, , ,3536,MORGANFORD,888095.9,1005074
14-035847,2014-08,08/07/2014 20:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4337,N BROADWAY,64,NEIGHBORHOOD BAR & GRILL, , , ,905449.2,1033032
14-035836,2014-08,08/07/2014 20:00,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,700,COLE ST,35, , , , ,908560.4,1019580
14-035833,2014-08,08/07/2014 20:18,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,7708,MICHIGAN AVE,2, , ,7708,MICHIGAN,888390.3,988543.2
14-035832,2014-08,08/07/2014 20:25,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,I 70 WESTBOUND / PINE ST,35, ,ALIAS I 70 WB/ MEMORIAL, , ,909730.4,1017054
14-035838,2014-08,08/07/2014 20:30,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4949,BARNES JEWISH HOSPITAL PLZ,38, ,BARNES-JEWISH HOSPITAL PARKING LOT,4949, ,887396.8,1020150
14-035842,2014-08,08/07/2014 21:00,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1920,E OBEAR AVE,66, ,1ST FLOOR UNIT, , ,903209.7,1033402
14-035957,2014-08,08/07/2014 21:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",999,N 2ND ST,35,CIELO RESTAURANT @ FOUR SEASON HOTE, ,999,2ND,910439.8,1019433
14-036087,2014-08,08/07/2014 21:00,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",5120,NATURAL BRIDGE AVE,52, , ,5110,NATURAL BRIDGE,890462.8,1035550
14-035843,2014-08,08/07/2014 21:00,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,8300,VULCAN ST,2, , ,8300,VULCAN,888431.9,985891.5
14-035830,2014-08,08/07/2014 21:01,Y, , ,1, ,222300,4,LIQUOR LAWS-POSSESSION BY A MINOR,405,S BROADWAY,35,BUSCH STADIUM, ,405,BROADWAY,908418.3,1015653
14-035850,2014-08,08/07/2014 21:20,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3710,PENROSE ST,67, , ,3710,PENROSE,901624.6,1031933
14-035839,2014-08,08/07/2014 21:35,Y, , ,1, ,151130,6,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,4028,SULLIVAN AVE,56, , ,4000,SULLIVAN,897796.2,1030010
14-035844,2014-08,08/07/2014 21:45,Y, , ,1, , 83000,1,ARSON-KNOWINGLY BURNING/SUCCESS,508,SCHIRMER ST,2, , ,508,SCHIRMER,888081.5,988876.4
14-035984,2014-08,08/07/2014 21:45,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3855,MINNESOTA AVE,16, , ,3855,MINNESOTA,895509.8,1002229
14-035877,2014-08,08/07/2014 21:50,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1231,N LEFFINGWELL AVE,59, , ,1231,LEFFINGWELL,901366.3,1022769
14-035907,2014-08,08/07/2014 22:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1106,SANFORD AVE,42, , ,1107,SANFORD,878674.7,1018299
14-035898,2014-08,08/07/2014 22:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,5127,GREER AVE,52, , ,5127,GREER,889611.8,1034616
14-035845,2014-08,08/07/2014 22:10,Y, , ,1, , 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,500,LOCUST ST,35, , ,601,CLARK,909150.5,1017895
14-035883,2014-08,08/07/2014 22:30,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1626,HORNSBY AVE,73, , ,1626,HORNSBY,893276.7,1050895
14-035897,2014-08,08/07/2014 22:30,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4021,N 22ND ST,65, , , , ,903422.8,1030431
14-036317,2014-08,08/07/2014 22:30,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4853,HAMBURG AVE,4, , ,4853,HAMBURG,878797.3,993496.3
14-035883,2014-08,08/07/2014 22:30, , , ,-1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1626,HORNSBY AVE,73, , ,1626,HORNSBY,893276.7,1050895
14-035848,2014-08,08/07/2014 22:45,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3850,PENROSE ST,67, , ,3850,PENROSE,900467.1,1032563
14-035851,2014-08,08/07/2014 22:55,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4973,QUINCY ST,6, , ,4973,QUINCY,880867.3,996767.4
14-035896,2014-08,08/07/2014 23:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,3117,THOMAS ST,77, , ,3117,THOMAS,899287.4,1023446
14-035849,2014-08,08/07/2014 23:05,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5850,SELBER CT,50,HILLVALLE APARTMENTS, ,5850,SELBER,885088.8,1037930
14-036390,2014-08,08/07/2014 23:05,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5850,SELBER CT,50,HILLVALE APARTMENTS COMPLEX,NUISANCE ABATEMENT PROPERTY,5850,SELBER,885088.8,1037930
14-035854,2014-08,08/07/2014 23:15,Y, , ,1, , 42015,4,ASSLT-AGGRV-KNIFE/CUT-2ND-ADULT-DOMESTIC,716,OFALLON ST,62, ,APT B,716,OFALLON,909288.7,1021030
14-035971,2014-08,08/07/2014 23:30,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3647,MARCELINE TER,16, , ,3647,MARCELINE,891819.8,998624.8
14-036085,2014-08,08/07/2014 23:50,Y, , ,1, , 71040,4,AUTO THEFT-PERM RETNT/ATTEMPT,300,N 4TH ST,35,MANSION HOUSE GARAGE, ,300,4TH,909633.8,1017651
14-035855,2014-08,08/07/2014 23:52,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA,4333,GOODFELLOW BLVD,70, , ,4333,GOODFELLOW,886191.1,1040939
14-035879,2014-08,08/08/2014 00:01,Y, , ,1, , 71030,2,AUTO THEFT-PERM RETNT/JOY RIDE,6627,WISE AVE,44, , ,6627,WISE,877428.6,1018048
14-035878,2014-08,08/08/2014 00:01,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,1953,ALFRED AVE,13, , ,1953,ALFRED,888646.8,1013083
14-035935,2014-08,08/08/2014 00:01,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3536,MORGANFORD RD,15, , ,3536,MORGANFORD,888095.9,1005074
14-035955,2014-08,08/08/2014 00:01,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,701,MARKET ST,35,PEABODY COAL,GATEWAY MALL PLAZA, , ,908024.9,1017116
14-035862,2014-08,08/08/2014 00:01,Y, , ,1, ,263299,3,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,3656,VIRGINIA AVE,19, ,APT A,3656,VIRGINIA,894877.6,1003622
14-035856,2014-08,08/08/2014 00:01,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1031,LASALLE PARK CT,34,1110 S 11TH STREET, ,1031,LASALLE PARK,905721.1,1013662
14-035856,2014-08,08/08/2014 00:01,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1031,LASALLE PARK CT,34,1110 S 11TH STREET, ,1031,LASALLE PARK,905721.1,1013662
14-035856,2014-08,08/08/2014 00:01,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1031,LASALLE PARK CT,34,1110 S 11TH STREET, ,1031,LASALLE PARK,905721.1,1013662
14-035856,2014-08,08/08/2014 00:01,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1031,LASALLE PARK CT,34,1110 S 11TH STREET, ,1031,LASALLE PARK,905721.1,1013662
14-035856,2014-08,08/08/2014 00:01,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1031,LASALLE PARK CT,34,1110 S 11TH STREET, ,1031,LASALLE PARK,905721.1,1013662
14-035856,2014-08,08/08/2014 00:01,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1031,LASALLE PARK CT,34,1110 S 11TH STREET, ,1031,LASALLE PARK,905721.1,1013662
14-035901,2014-08,08/08/2014 00:01,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1704,N 20TH ST,60, ,APT  B,1704,20TH,904639.2,1024058
14-036210,2014-08,08/08/2014 00:10,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3934,S GRAND BLVD,16, , ,3934,GRAND,893237.9,1002057
14-035858,2014-08,08/08/2014 00:20,Y, , ,1, , 31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3748,TEXAS AVE,19, , ,3751,JEFFERSON,898031.3,1002562
14-035859,2014-08,08/08/2014 00:36,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,3222,MORGANFORD RD,15,@IMOS PARKING LOT - MORGANFORD,@IMOS PARKING LOT - MORGANFORD,3222,MORGANFORD,888369.6,1007429
14-035861,2014-08,08/08/2014 00:40,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",2338,VIRGINIA AVE,25, , , , ,895941.1,1010325
14-035864,2014-08,08/08/2014 00:50,Y, , ,1, ,182999,6,DRUGS-POSSESSION/OTHR UNSPEC DRUG,0,GREER AVE / N NEWSTEAD AVE,56,NORTH PATROL DIVISION,HOLDOVER, , ,894673.6,1031455
14-035891,2014-08,08/08/2014 01:00,Y, , ,1, , 64711,6,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,852,CANAAN AVE,74, , ,852,CANAAN,896943.3,1051166
14-036058,2014-08,08/08/2014 01:08,Y, , ,1, , 51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1900,N EUCLID AVE,55, , ,1900,EUCLID,889794,1030990
14-035867,2014-08,08/08/2014 01:10,Y, , ,1, , 65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999",3922,KINGSLAND CT,16, , , , ,890853.9,1001479
14-035869,2014-08,08/08/2014 01:15,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,8738,ANNETTA ST,74, , ,8738,ANNETTA,895101.1,1049959
14-036252,2014-08,08/08/2014 01:15,Y, , ,1, , 65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999",3953,KINGSLAND CT,16, , ,3953,KINGSLAND,890686.1,1001784
14-035868,2014-08,08/08/2014 01:25,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5424,N BROADWAY,79, , ,5425,BROADWAY,902673.1,1036862
14-036385,2014-08,08/08/2014 01:35,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8738,ANNETTA ST,74, ,NUISANCE ABATEMENT PROPERTY,8738,ANNETTA,895101.1,1049959
14-035865,2014-08,08/08/2014 01:35,Y, , ,1, , 51230,1,BURGLARY-RESIDENCE/NIT/ATT FORCE ENTRY,3823,OSCEOLA ST,16, , ,3823,OSCEOLA,891547.3,1000593
14-035870,2014-08,08/08/2014 02:05,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2305,INDIANA AVE,23, ,2ND FLOOR APARTMENT,2302,SHENANDOAH,899940.5,1010254
14-035871,2014-08,08/08/2014 02:15,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4608,DR MARTIN LUTHER KING DR,54, ,GAS STATION,4608,DR MARTIN LUTHER KING,891129.1,1028936
14-035872,2014-08,08/08/2014 02:27,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N 9TH ST / MALLINCKRODT ST,64, , , , ,906923.3,1029742
14-035876,2014-08,08/08/2014 02:50,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1256,MCLARAN AVE,74, , ,1256,MCLARAN,895247.1,1049451
14-035953,2014-08,08/08/2014 03:00,Y, , ,1, , 51321,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/OCCUPIED,4344,WEST PINE BLVD,38, , ,4344,WEST PINE,890808.7,1021784
14-035875,2014-08,08/08/2014 03:31,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N BROADWAY / I 70 EASTBOUND,62, , , , ,909771.3,1021248
14-035880,2014-08,08/08/2014 04:25,Y, , ,1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,1022,HORNSBY AVE,74,ALLEY, ,1022,HORNSBY,896131.3,1050612
14-035881,2014-08,08/08/2014 05:52,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,I 70 WESTBOUND / SHREVE AVE,69, ,ALIAS I 70 WB/SHREVE, , ,894744.3,1037701
14-035988,2014-08,08/08/2014 06:00,Y, , ,1, , 51112,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,615,FREMONT AVE,74, , ,615,FREMONT,898262.6,1052398
14-035888,2014-08,08/08/2014 06:48,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,5641,REBER PL,13, , ,5641,REBER,882146.7,1010795
14-036629,2014-08,08/08/2014 07:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5350,PERSHING AVE,47, , ,5350,PERSHING,884149.1,1024721
14-035963,2014-08,08/08/2014 07:30,Y, , ,1, , 69602,4,"LARCENY-ALL OTHER $500 - $24,999",618,OLIVE ST,35, ,PARKING GARAGE 9TH FLOOR, , ,908670.5,1017730
14-035973,2014-08,08/08/2014 07:45,Y, , ,1, , 51112,2,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,5620,POTOMAC ST,14, , ,5620,POTOMAC,881386.8,1006482
14-035889,2014-08,08/08/2014 07:59,Y, , ,1, ,250000,4,LOITERING-BEGGING,300,CARR ST,35, , ,300,CARR,910318.8,1019871
14-036004,2014-08,08/08/2014 08:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2713,GLASGOW AVE,59, ,RESIDENCE,2713,GLASGOW,900714.7,1026608
