Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
14-036553,2014-08,08/11/2014 22:15,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3012,FRANKLIN AVE,59, , ,3012,FRANKLIN,899902.5,1021728
14-036604,2014-08,08/11/2014 22:20,Y, , ,1, , 52312,3,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,2614,S JEFFERSON AVE,22,A&A BEAUTY SUPPLY, ,2614,JEFFERSON,899470,1009091
14-036554,2014-08,08/11/2014 22:30,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",6388,STRATFORD AVE,70, , ,6388,STRATFORD,886701.3,1043029
14-036653,2014-08,08/11/2014 22:30,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",9124,JORDAN ST,74, , ,9124,JORDAN,897341.5,1053655
14-036644,2014-08,08/11/2014 22:45,Y, , ,1, , 52230,5,BURGLARY-BUSINESS/NIT/ATT FORCIBLE ENTRY,1448,N KINGSHIGHWAY BLVD,53, , ,1448,KINGSHIGHWAY,888295.3,1030101
14-036687,2014-08,08/11/2014 23:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",275,UNION BLVD,47, , ,275,UNION,884536.7,1024563
14-037171,2014-08,08/11/2014 23:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,703,OFALLON ST,62,CAMBRIDGE HEIGHTS, ,703,OFALLON,909288.7,1021030
14-036603,2014-08,08/11/2014 23:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,3106,ALLEN AVE,26, , ,3107,ALLEN,897110.9,1012143
14-036559,2014-08,08/11/2014 23:23,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4525,S GRAND BLVD,16, , ,4525,GRAND,892391.7,999131.3
14-038711,2014-08,08/11/2014 23:25,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5388,CLAXTON AVE,71, ,NUISANCE ABATEMENT PROPERTY,5388,CLAXTON,893660.7,1041613
14-036561,2014-08,08/11/2014 23:25,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,5388,CLAXTON AVE,71, , ,5388,CLAXTON,893660.7,1041613
14-036555,2014-08,08/11/2014 23:28,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,912,OLIVE ST,35, , ,912,OLIVE,907628.1,1017928
14-036739,2014-08,08/11/2014 23:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S 11TH ST / BARTON ST,21, , , , ,903103.1,1008875
14-036617,2014-08,08/11/2014 23:30,Y, , ,1, , 65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999",7832,RIO SILVA PL,1, ,APT B,7832,RIO SILVA,886093.3,990152.9
14-036560,2014-08,08/11/2014 23:40,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,4314,N GRAND BLVD,67,FAMILY DOLLAR, , , ,902522.3,1032298
14-036563,2014-08,08/11/2014 23:52,Y, , ,1, , 52212,2,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,3503,BAMBERGER AVE,15,SHOE CARNIVAL,BUSINESS, , ,892167.1,1005372
14-036697,2014-08,08/11/2014 23:55,Y, , ,1, , 71030,2,AUTO THEFT-PERM RETNT/JOY RIDE,3623,JANUARY AVE,14, , ,3623,JANUARY,880545.5,1005810
14-036565,2014-08,08/11/2014 23:59,Y, , ,1, , 52230,2,BURGLARY-BUSINESS/NIT/ATT FORCIBLE ENTRY,3511,BAMBERGER AVE,15,RADIO SHACK,#1084837,3511,BAMBERGER,892172.8,1005396
14-036597,2014-08,08/12/2014 00:01,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",3631,S SPRING AVE,15, , ,3631,SPRING,892104.9,1004057
14-036576,2014-08,08/12/2014 00:01,Y, , ,1, , 43022,6,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 2ND DEGREE,3968,SULLIVAN AVE,56, ,2ND FL,3968,SULLIVAN,898117.5,1029833
14-036566,2014-08,08/12/2014 00:05,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,209,E MARCEAU ST,2, , ,8300,VULCAN,888055.6,985927.1
14-036568,2014-08,08/12/2014 00:34,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",100,N 7TH ST,35,HOOTERS, ,1122,WASHINGTON,908422.1,1017299
14-036573,2014-08,08/12/2014 00:39,Y, , ,1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,3041,NEW ASHLAND PL,56, , ,3041,NEW ASHLAND,896147.3,1030705
14-036570,2014-08,08/12/2014 00:45,Y, , ,1, , 43016,1,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,5010,VIRGINIA AVE,16, , ,5010,VIRGINIA,893335.8,996344.2
14-036718,2014-08,08/12/2014 01:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1812,S TUCKER BLVD,34, , ,1812,TUCKER,903920.9,1011591
14-036588,2014-08,08/12/2014 01:00,Y, , ,1, , 64711,1,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,6220,TILDEN AVE,5, , ,6220,TILDEN,884518.4,996865.8
14-036574,2014-08,08/12/2014 01:00,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,2000,E GRAND BLVD,66, , , , ,903439.4,1032971
14-036572,2014-08,08/12/2014 01:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,3100,OLIVE ST,37, , , , ,899009.4,1020191
14-036616,2014-08,08/12/2014 01:30,Y, , ,1, , 52212,5,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,805,N KINGSHIGHWAY BLVD,51, ,CHURCHES CHICKEN,805,KINGSHIGHWAY,887688.6,1026703
14-039971,2014-08,08/12/2014 01:51,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5356,PAGE BLVD,48, ,NUISANCE ABATEMENT PROPERTY,5356,PAGE,884691.4,1029832
14-036624,2014-08,08/12/2014 02:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1225,UNION BLVD,48,WALGREENS,BUSINESS,1225,UNION,885132.9,1029391
14-036577,2014-08,08/12/2014 02:15,Y, , ,1, , 42011,6,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,6001,W FLORISSANT AVE,73, , ,6001,FLORISSANT,891175.6,1047253
14-036727,2014-08,08/12/2014 03:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4307,MARYLAND AVE,38, , ,4307,MARYLAND,891468.6,1023021
14-036592,2014-08,08/12/2014 03:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5033,RIVERVIEW BLVD,76, , ,5033,RIVERVIEW,889234.8,1043967
14-036737,2014-08,08/12/2014 03:05,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,6487,MANCHESTER AVE,43,COLUMBOS,PARKING LOT,6487,MANCHESTER,878180.7,1014948
14-036578,2014-08,08/12/2014 03:05,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,5928,EMMA AVE,76, , ,5928,EMMA,890760.4,1045521
14-036579,2014-08,08/12/2014 03:43,Y, , ,1, , 52212,3,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,2110,CHOUTEAU AVE,32,MIDWEST PETROLEUM/PHILLIPS 66 GAS S,MIDWEST PETROLEUM/PHILLIPS 66 GAS ST,2110,CHOUTEAU,901934.2,1015000
14-036580,2014-08,08/12/2014 04:00,Y, , ,1, , 71040,6,AUTO THEFT-PERM RETNT/ATTEMPT,851,ELIAS AVE,74, , ,851,ELIAS,897033.3,1051664
14-036595,2014-08,08/12/2014 04:39,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2400,S 12TH ST,21,VINCENTS MARKET, ,2400,12TH,902751.7,1008757
14-036582,2014-08,08/12/2014 04:48,Y, , ,1, , 81000,6,ARSON-1ST DEGREE/SUCCESS,4246,E LEXINGTON AVE,56, ,REAR,4246,LEXINGTON,896662.9,1031638
14-036608,2014-08,08/12/2014 06:00,Y, , ,1, ,115200,4,FRAUD-STEALING BY DECEIT/UNDER $150,700,CHESTNUT ST,35, , ,202,23RD,908242.7,1017204
14-036590,2014-08,08/12/2014 06:05,Y, , ,1, , 64711,6,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1628,VERONICA AVE,73, , ,1628,VERONICA,893189,1050581
14-036756,2014-08,08/12/2014 07:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,GOODFELLOW BLVD / LILLIAN AVE,76, , , , ,887762.9,1044345
14-036705,2014-08,08/12/2014 07:30,Y, , ,1, , 51112,2,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3122,JAMIESON AVE,10, , ,3122,JAMIESON,875551.8,1010301
14-036598,2014-08,08/12/2014 07:37,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1610,OLIVE ST,36, , ,1610,OLIVE,904990.8,1018745
14-036600,2014-08,08/12/2014 07:50,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,I 70 WESTBOUND / UNION BLVD,70, ,ALIAS WB 70/UNION, , ,891330.3,1039689
14-036609,2014-08,08/12/2014 08:00,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,4248,COTTAGE AVE,57, ,@SUMNER HIGH SCHOOL,4248,COTTAGE,894865.7,1029224
14-036690,2014-08,08/12/2014 08:30,Y, , ,1, , 51122,2,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,5220,BOTANICAL AVE,12, , ,5220,BOTANICAL,884649.9,1011758
14-036615,2014-08,08/12/2014 08:49,Y, , ,1, ,182400,3,DRUGS-POSSESSION/MARIJUANA,3230,HARTFORD ST,25,ROOSEVLT HIGH SCHOOL,@ROOSEVELT HIGH SCHOOL,3230,HARTFORD,895751.5,1007882
14-036640,2014-08,08/12/2014 09:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,245,UNION BLVD,47, , , , ,884322.6,1024279
14-036620,2014-08,08/12/2014 09:00,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,4355,S BROADWAY,17, , ,4355,BROADWAY,896676.4,998998.5
14-038220,2014-08,08/12/2014 09:35,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,4412,DELMAR BLVD,38, , ,4412,DELMAR,891265.1,1025208
14-037210,2014-08,08/12/2014 09:35,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,64,HAMPTON VILLAGE PLZ,7,NOODLES AND COMPANY, ,64,HAMPTON VILLAGE,879370.9,1004505
14-036630,2014-08,08/12/2014 09:40,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,4419,RED BUD AVE,68, , ,4119,RED BUD,898359,1034958
14-036715,2014-08,08/12/2014 10:00,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,935,BELLERIVE BLVD,1, , ,935,BELLERIVE,891066.8,995274.8
14-036714,2014-08,08/12/2014 10:00,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3950,VIRGINIA AVE,16, ,APT 2S,3950,VIRGINIA,894551.9,1001713
14-036656,2014-08,08/12/2014 10:00,Y, , ,1, , 51122,6,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,5523,DAVISON AVE,72, , ,5523,DAVISON,893384.6,1043192
14-036704,2014-08,08/12/2014 10:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,4925,SOUTHWEST AVE,12, , ,1413,SULLIVAN,886273.4,1012086
14-036637,2014-08,08/12/2014 10:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,5459,ROSA AVE,6, ,REAR YARD,5459,ROSA,880973.8,1000547
14-036809,2014-08,08/12/2014 10:09,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5055,NORTHLAND AVE,52, , ,5021,NORTHLAND,889037,1032897
14-036641,2014-08,08/12/2014 10:15,Y, , ,1, ,266510,3,PUBLIC ORDER-TRESPASSING,3425,VIRGINIA AVE,30, ,VACANT APARTMENT,3425,VIRGINIA,895138.8,1005486
14-036642,2014-08,08/12/2014 10:50,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1500,MADISON ST,60, , , , ,906643.6,1023898
14-036643,2014-08,08/12/2014 11:02,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3915,WATSON RD,9, , ,3915,WATSON,876854.8,1005349
14-036647,2014-08,08/12/2014 11:04,Y, , ,1, ,103000,6,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,4401,NATURAL BRIDGE AVE,69, ,@COMMERCE BANK - NATURAL BRIDGE,4401,NATURAL BRIDGE,895484.3,1033032
14-036680,2014-08,08/12/2014 11:10,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,0,OAKLAND AVE / TAMM AVE,42, , , , ,879199.8,1018842
14-036645,2014-08,08/12/2014 11:14,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,2756,CHARITON ST,17, , ,2756,CHARITON,896509.1,999233.6
14-036820,2014-08,08/12/2014 12:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,0,S GRAND BLVD / VISTA AVE,31,ST LOUIS UNIVERSITY HOSPITAL, , , ,895082.2,1015537
14-036730,2014-08,08/12/2014 12:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3824,JUNIATA ST,15, , ,3824,JUNIATA,892402.9,1007831
14-036988,2014-08,08/12/2014 12:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,3700,CHIPPEWA ST,16,IMPORTS LTD, ,3700,CHIPPEWA,892466.3,1003177
14-036716,2014-08,08/12/2014 12:00,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",1530,S 2ND ST,20, , ,1530,2ND,907074.3,1010678
14-036659,2014-08,08/12/2014 12:25,Y, , ,1, ,182999,4,DRUGS-POSSESSION/OTHR UNSPEC DRUG,1815,MARKET ST,36,ALOE PLAZA,ALOE PLAZA PARK, , ,904100.3,1018104
14-036661,2014-08,08/12/2014 12:30,Y, , ,1, , 36421,5,ROBBERY-COMMERCE PL/STRNGARM/NO INJ/SUCCESS,5820,NATURAL BRIDGE AVE,50,MAX BEAUTY SUPPLY, ,5830,NATURAL BRIDGE,885291.9,1038759
14-036667,2014-08,08/12/2014 12:45,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,HAMPTON AVE / LLOYD AVE,42, ,MCDONALD S PARKING LOT, , ,880895,1015853
14-036660,2014-08,08/12/2014 12:58,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,4350,N EUCLID AVE,69, , , , ,893573,1037766
14-036663,2014-08,08/12/2014 13:20,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,2249,S KINGSHIGHWAY BLVD,13, , ,2244,KINGSHIGHWAY,886686.8,1012471
14-036672,2014-08,08/12/2014 13:30,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,3101,CHOUTEAU AVE,37, , , , ,898012.9,1016579
14-036670,2014-08,08/12/2014 13:42,Y, , ,1, , 51122,5,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,739,N EUCLID AVE,53, , ,739,EUCLID,888525.2,1026561
14-036703,2014-08,08/12/2014 14:00,Y, , ,1, , 51112,3,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,2642,RUSSELL AVE,24, ,DOWNSTAIRS APARTMENT,2642,RUSSELL,899211.4,1011462
14-036761,2014-08,08/12/2014 14:00,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,7211,MICHIGAN AVE,1, , ,7211,MICHIGAN,889377.6,989966.9
14-036815,2014-08,08/12/2014 14:00,Y, , ,1, , 51322,4,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,1101,N 8TH ST,62,CAMBRIDGE HEIGHTS, ,1108,8TH,908747,1020298
14-036838,2014-08,08/12/2014 14:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,5010,TERRY AVE,52, , ,5010,TERRY,889683.2,1033130
14-036674,2014-08,08/12/2014 14:05,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,5588,DR MARTIN LUTHER KING DR,78, , , , ,884276.6,1032771
14-036691,2014-08,08/12/2014 14:10,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,9009,RIVERVIEW BLVD,73,C-W FRIED & GRILL, ,9009,RIVERVIEW,894171.9,1051854
14-037720,2014-08,08/12/2014 14:30,Y, , ,1, , 71040,5,AUTO THEFT-PERM RETNT/ATTEMPT,2615,BELT AVE,50, , ,2615,BELT,885909.1,1034312
14-036825,2014-08,08/12/2014 14:30,Y, , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,4046,BOTANICAL AVE,27, , ,4046,BOTANICAL,891450.9,1010826
14-036695,2014-08,08/12/2014 15:00,Y, , ,1, , 41016,5,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,3946,PAGE BLVD,58, , ,3942,PAGE,895783.6,1025417
14-036693,2014-08,08/12/2014 15:00,Y, , ,1, , 41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4014,UNION BLVD,70,NORTH PATROL DIVISION, , , ,890074.4,1037079
14-036693,2014-08,08/12/2014 15:00,Y, , ,1, , 41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4014,UNION BLVD,70,NORTH PATROL DIVISION, , , ,890074.4,1037079
14-036693,2014-08,08/12/2014 15:00,Y, , ,1, , 41023,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,4014,UNION BLVD,70,NORTH PATROL DIVISION, , , ,890074.4,1037079
14-036693,2014-08,08/12/2014 15:00,Y, , ,1, , 41023,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,4014,UNION BLVD,70,NORTH PATROL DIVISION, , , ,890074.4,1037079
14-036693,2014-08,08/12/2014 15:00,Y, , ,1, , 41023,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,4014,UNION BLVD,70,NORTH PATROL DIVISION, , , ,890074.4,1037079
14-036693,2014-08,08/12/2014 15:00,Y, , ,1, , 41023,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,4014,UNION BLVD,70,NORTH PATROL DIVISION, , , ,890074.4,1037079
14-036693,2014-08,08/12/2014 15:00,Y, , ,1, , 41023,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,4014,UNION BLVD,70,NORTH PATROL DIVISION, , , ,890074.4,1037079
14-036693,2014-08,08/12/2014 15:00,Y, , ,1, , 41023,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,4014,UNION BLVD,70,NORTH PATROL DIVISION, , , ,890074.4,1037079
14-036693,2014-08,08/12/2014 15:00,Y, , ,1, , 41023,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,4014,UNION BLVD,70,NORTH PATROL DIVISION, , , ,890074.4,1037079
14-036693,2014-08,08/12/2014 15:00,Y, , ,1, , 41023,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,4014,UNION BLVD,70,NORTH PATROL DIVISION, , , ,890074.4,1037079
14-036693,2014-08,08/12/2014 15:00,Y, , ,1, , 41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4014,UNION BLVD,70,NORTH PATROL DIVISION, , , ,890074.4,1037079
14-036693,2014-08,08/12/2014 15:00,Y, , ,1, , 41023,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,4014,UNION BLVD,70,NORTH PATROL DIVISION, , , ,890074.4,1037079
14-036693,2014-08,08/12/2014 15:00,Y, , ,1, , 41023,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,4014,UNION BLVD,70,NORTH PATROL DIVISION, , , ,890074.4,1037079
14-036693,2014-08,08/12/2014 15:00,Y, , ,1, , 41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4014,UNION BLVD,70,NORTH PATROL DIVISION, , , ,890074.4,1037079
14-038155,2014-08,08/12/2014 15:00,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5935,RIDGE AVE,78, ,UPSTAIRS,5935,RIDGE,881566.8,1033595
14-036693,2014-08,08/12/2014 15:00,Y, , ,1, , 41023,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,4014,UNION BLVD,70,NORTH PATROL DIVISION, , , ,890074.4,1037079
14-036693,2014-08,08/12/2014 15:00,Y, , ,1, , 41023,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,4014,UNION BLVD,70,NORTH PATROL DIVISION, , , ,890074.4,1037079
14-036693,2014-08,08/12/2014 15:00,Y, , ,1, , 41023,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,4014,UNION BLVD,70,NORTH PATROL DIVISION, , , ,890074.4,1037079
14-036693,2014-08,08/12/2014 15:00,Y, , ,1, , 41023,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,4014,UNION BLVD,70,NORTH PATROL DIVISION, , , ,890074.4,1037079
14-036693,2014-08,08/12/2014 15:00,Y, , ,1, , 41023,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,4014,UNION BLVD,70,NORTH PATROL DIVISION, , , ,890074.4,1037079
14-036683,2014-08,08/12/2014 15:15,Y, , ,1, ,152200,4,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3825,ST LOUIS AVE,59, , , , ,898739.6,1028479
14-036689,2014-08,08/12/2014 15:20,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,BATES ST / S COMPTON AVE,1, , , , ,892883.2,994383.3
14-036694,2014-08,08/12/2014 15:20,Y, , ,1, ,182260,1,DRUGS-POSSESSION/METHAMPHETAMINE,813,COURTOIS ST,1, , ,813,COURTOIS,886969.9,989275.8
14-036696,2014-08,08/12/2014 15:34,Y, , ,1, , 41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3546,PENNSYLVANIA AVE,19, , ,3546,PENNSYLVANIA,896322.9,1004477
14-036696,2014-08,08/12/2014 15:34,Y, , ,1, , 41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3546,PENNSYLVANIA AVE,19, , ,3546,PENNSYLVANIA,896322.9,1004477
14-036698,2014-08,08/12/2014 15:35,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3111,CORA AVE,56, ,@SCHOOL - HICKEY,3111,CORA,892855.8,1032683
14-036724,2014-08,08/12/2014 15:45,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,3035,CASS AVE,59,VASHON HIGH SCHOOL, ,3035,CASS,899825.3,1024601
14-036836,2014-08,08/12/2014 16:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,6015,ETZEL AVE,48, , ,6015,ETZEL,879978.9,1031055
14-036786,2014-08,08/12/2014 16:30,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",2733,HAMILTON AVE,50,GRANT IRON AND MOTOR, ,2733,HAMILTON,882899.6,1036531
14-036776,2014-08,08/12/2014 17:00,Y, , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,6009,ETZEL AVE,48, , ,211,FLORIDA,879914.3,1031269
14-036707,2014-08,08/12/2014 17:17,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",2131,E DE SOTO AVE,66, , , , ,901811,1033913
14-036709,2014-08,08/12/2014 17:30,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,MUNY,82, ,@MUNY, , ,882843.8,1022114
14-036735,2014-08,08/12/2014 17:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,901,N 3RD ST,35, ,STREET/SIDEWALK, , ,910011.2,1019051
14-036712,2014-08,08/12/2014 17:50,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5120,PENNSYLVANIA AVE,17, ,APT A,5120,PENNSYLVANIA,894522.5,994999.7
14-036711,2014-08,08/12/2014 18:00,Y, , ,1, ,250000,3,LOITERING-BEGGING,0,I 55 NORTHBOUND / RUSSELL BLVD,21, ,NORTH BOUND EXIT RAMP AT RUSSELL, , ,902584.4,1010585
14-036722,2014-08,08/12/2014 18:00,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",10000,RIVERVIEW BLVD,75, ,CHAIN OF ROCKS BRIDGE, , ,0,0
14-036959,2014-08,08/12/2014 18:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,6119,WATERMAN BLVD,46, , ,6119,WATERMAN,878036.1,1025915
14-036717,2014-08,08/12/2014 18:50,Y, , ,1, , 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3737,COOK AVE,77, , ,3737,COOK,896775.8,1024479
14-036746,2014-08,08/12/2014 19:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,8520,PENNSYLVANIA AVE,2, , ,8520,PENNSYLVANIA,887014.2,985922.4
14-036773,2014-08,08/12/2014 19:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,814,LABEAUME AVE,64,ENGINE HOUSE 9,STREET,814,LABEAUME,909446.1,1023826
14-036721,2014-08,08/12/2014 19:13,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,215,N 17TH ST,36, ,STREET/SIDEWALK,215,17TH,904617.2,1018609
14-036733,2014-08,08/12/2014 19:20,Y, , ,1, ,151130,6,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,4014,SHREVE AVE,69, ,IN REAR,4014,SHREVE,893424.8,1035222
14-036728,2014-08,08/12/2014 19:21,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",392,N EUCLID AVE,38, , ,392,EUCLID,888549,1024878
