MonthReportedtoMSHP,DateOccured,NewCrimeIndicator,UnfoundedCrimeIndicator,AdministrativeAdjustmentIndicator,Count,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
2010-07,07/23/2010 15:40,Y, , ,1, 64601,7,"LARCENY-FROM MTR VEH $500 - $24,999",6116,DR MARTIN LUTHER KIN,78, , ,6116,DR MARTIN LUTHER KIN,881259.9,1034806
2010-07,07/23/2010 15:45,Y, , ,1, 63701,3,LARCENY-SHOPLIFT UNDER $500,3510,GRAVOIS AVE,19, , ,3510,GRAVOIS,893829.8,1004925
2010-07,07/23/2010 16:00,Y, , ,1, 64701,2,LARCENY-FROM MTR VEH UNDER $500,7004,JANUARY AVE,8, , ,7004,JANUARY,879377.4,996889.3
2010-07,07/23/2010 16:00,Y, , ,1, 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3309,MERAMEC ST,16, , ,3309,MERAMEC,894139.6,1000443
2010-07,07/23/2010 16:00,Y, , ,1, 69602,3,"LARCENY-ALL OTHER $500 - $24,999",1932,WITHNELL AVE,22, , ,1932,WITHNELL,900408,1005618
2010-07,07/23/2010 16:00,Y, , ,1, 52312,2,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,3260,BRANNON AVE,14,STERLING LACQUER, ,3260,BRANNON,884186.3,1007989
2010-07,07/23/2010 16:00,Y, , ,1, 69602,1,"LARCENY-ALL OTHER $500 - $24,999",0,E ESPENSCHIED ST / R,2, , , , ,888243.2,985193.3
2010-07,07/23/2010 16:30,Y, , ,1, 51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,2125,BLENDON PL,43, ,SINGLE-FAMILY RESIDENCE,2125,BLENDON,874423.6,1014481
2010-07,07/23/2010 16:30,Y, , ,1, 64701,9,LARCENY-FROM MTR VEH UNDER $500,2911,WASHINGTON AVE,37,GRAND WIG HOUSE, ,2911,WASHINGTON,900170.3,1020799
2010-07,07/23/2010 16:34,Y, , ,1,263120,9,OBSTRUCT GOVRN OP-FALSE REPORT,400,N EUCLID AVE,38, , , , ,888504.9,1025085
