MonthReportedtoMSHP,DateOccured,NewCrimeIndicator,UnfoundedCrimeIndicator,AdministrativeAdjustmentIndicator,Count,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
2010-06,06/06/2010 19:00,Y, , ,1, 71040,3,AUTO THEFT-PERM RETNT/ATTEMPT,3150,ARKANSAS AVE,25, ,BACKYARD,3150,ARKANSAS,894491.3,1007739
2010-06,06/06/2010 19:02,Y, , ,1,182999,9,DRUGS-POSSESSION/OTHR UNSPEC DRUG,2600,MARKET ST,37, ,CITY STREET, , ,901067.1,1018595
2010-06,06/06/2010 19:24,Y, , ,1, 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",2709,HADLEY ST,63, , ,2709,HADLEY,907227.9,1026188
2010-06,06/06/2010 19:30,Y, , ,1, 65601,5,"LARCENY-MTR VEH PARTS $500 - $24,999",2601,N 14TH ST,63, ,REAR PARKING LOT,2601,14TH,906684.5,1025591
2010-06,06/06/2010 19:50,Y, , ,1, 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,4401,S BROADWAY,17,SKIPS PLACE,SKIPS PLACE,4401,BROADWAY,896226.6,998626.3
2010-06,06/06/2010 20:00,Y, , ,1,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4036,OREGON AVE,16, , ,4036,OREGON,896453.1,1000912
2010-06,06/06/2010 20:00,Y, , ,1,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5440,GENEVIEVE AVE,72, , , , ,892557.7,1043172
2010-06,06/06/2010 20:07,Y, , ,1, 71013,7,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5917,MINERVA AVE,78, , ,5917,MINERVA,881529.2,1032823
2010-06,06/06/2010 20:25,Y, , ,1,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,I 55 SOUTHBOUND / LO,1, , , , ,889032,991661.3
2010-06,06/06/2010 20:29,Y, , ,1,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3914,HEREFORD ST,14, , ,3914,HEREFORD,884139.9,1004402
2010-06,06/06/2010 20:40,Y, , ,1, 43013,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,4014,UNION BLVD,70, ,@NORTH PATROL DIVISION,4014,UNION,890074.4,1037079
2010-06,06/06/2010 21:06,Y, , ,1, 91303,1,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,4755,MORGANFORD RD,5,ON STREET,ON STREET, , ,886713.4,1000777
2010-06,06/06/2010 21:20,Y, , ,1,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4423,PENROSE ST,69, , ,4423,PENROSE,896383.6,1035004
2010-06,06/06/2010 21:34,Y, , ,1,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4423,PENROSE ST,69, ,NUISANCE PROBLEM PROPERTY,4423,PENROSE,896383.6,1035004
2010-06,06/06/2010 21:45,Y, , ,1, 69702,2,LARCENY-ALL OTHER UNDER $500,0,DONOVAN AVE / EICHEL,8,FRANCIS PARK, , , ,876110.4,1001031
2010-06,06/06/2010 21:50,Y, , ,1, 43203,5,AGG.ASSAULT-OTH DANG WEP/POL OFFC 3RD DEGREE,4512,N 19TH ST,66, , ,4512,19TH,903934.3,1032972
2010-06,06/06/2010 21:50,Y, , ,1, 91303,5,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,4512,N 19TH ST,66, , ,4512,19TH,903934.3,1032972
2010-06,06/06/2010 22:00,Y, , ,1, 71040,3,AUTO THEFT-PERM RETNT/ATTEMPT,2804,MCNAIR AVE,22, ,CITY STREET,2804,MCNAIR,900277,1008119
2010-06,06/06/2010 22:00,Y, , ,1, 91114,8,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",711,N EUCLID AVE,53, , ,711,EUCLID,888503.4,1026317
2010-06,06/06/2010 22:00,Y, , ,1, 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3255,DELOR ST,16, ,UPSTAIRS,3255,DELOR,893350.4,996528.9
2010-06,06/06/2010 22:00,Y, , ,1,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5429,GENEVIEVE AVE,72, , ,5429,GENEVIEVE,892347.6,1043251
2010-06,06/06/2010 22:30,Y, , ,1,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4202,S BROADWAY,17, ,@HARDEES- S BROADWAY,4202,BROADWAY,897519.8,999786.9
2010-06,06/06/2010 22:30,Y, , ,1,142320,7,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1225,SHAWMUT PL,48, , ,1225,SHAWMUT,882131.1,1031321
2010-06,06/06/2010 22:30,Y, , ,1,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7600,PENNSYLVANIA AVE,2, , ,7600,PENNSYLVANIA,889207.4,988394.9
2010-06,06/06/2010 22:43,Y, , ,1, 52230,3,BURGLARY-BUSINESS/NIT/ATT FORCIBLE ENTRY,3412,SHENANDOAH AVE,25,SHENANDOAH SCHOOL, ,3412,SHENANDOAH,895407.6,1010724
2010-06,06/06/2010 23:00,Y, , ,1, 65701,8,LARCENY-MTR VEH PARTS UNDER $500,3905,SAINT LOUIS AVE,56, ,ALIAS 3905 ST LOUIS,3905,SAINT LOUIS,898222.7,1028637
2010-06,06/06/2010 23:05,Y, , ,1,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4458,PENROSE ST,69, , ,4458,PENROSE,895981.9,1035051
2010-06,06/06/2010 23:23,Y, , ,1, 69703,9,LARCENY-ALL OTH/FRM PRSN/UNDER $500,1,BARNES JEWISH HOSPIT,38, , ,1200,CLARK,887396.8,1020150
2010-06,06/06/2010 23:30,Y, , ,1, 52212,1,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,3952,S BROADWAY,18,CHINA KING,BUSINESS,3952,BROADWAY,898198.6,1001188
2010-06,06/06/2010 23:40,Y, , ,1, 63701,2,LARCENY-SHOPLIFT UNDER $500,7057,CHIPPEWA ST,9, ,@SHOP-N-SAVE - CHIPPEWA,7057,CHIPPEWA,872714.9,1002363
2010-06,06/06/2010 23:50,Y, , ,1, 41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4930,SAN FRANCISCO AVE,69, , ,4930,SAN FRANCISCO,891754.9,1035240
2010-06,06/06/2010 23:50,Y, , ,1, 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 4TH ST / WASHINGTO,35, , , , ,909581.6,1018292
2010-06,06/07/2010 00:50,Y, , ,1,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2211,MCCAUSLAND AVE,43,MCCAUSLAND,STREET, , ,874726.8,1013831
2010-06,06/07/2010 01:00,Y, , ,1, 32421,5,ROBBERY-RESIDENCE/STRNGARM/NO INJ/SUCCESS,3928,N FLORISSANT AVE,65, , ,3829,FLORISSANT,904129.4,1030129
2010-06,06/07/2010 01:00,Y, , ,1, 64701,3,LARCENY-FROM MTR VEH UNDER $500,4265,CLEVELAND AVE,27, , ,4265,CLEVELAND,889715.7,1011875
2010-06,06/07/2010 01:00,Y, , ,1, 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3450,DUNNICA AVE,16, , , , ,893754.5,1002650
2010-06,06/07/2010 01:00,Y, , ,1, 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3450,DUNNICA AVE,16, , , , ,893754.5,1002650
2010-06,06/07/2010 01:00,Y, , ,1, 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3450,DUNNICA AVE,16, , , , ,893754.5,1002650
2010-06,06/07/2010 01:00,Y, , ,1, 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3450,DUNNICA AVE,16, , , , ,893754.5,1002650
2010-06,06/07/2010 01:00,Y, , ,1, 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3450,DUNNICA AVE,16, , , , ,893754.5,1002650
2010-06,06/07/2010 01:15,Y, , ,1, 52212,1,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,3954,S BROADWAY,18, ,#1091540,3954,BROADWAY,898198.6,1001188
2010-06,06/07/2010 01:25,Y, , ,1,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,815,N BROADWAY,35,EDWARD JONES DOME, , ,BROADWAY,909340.9,1019363
2010-06,06/07/2010 01:50,Y, , ,1, 31421,3,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,3631,GRAVOIS AVE,15, , , , ,893102.6,1004620
2010-06,06/07/2010 01:55,Y, , ,1,266999,9,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3711,GARFIELD AVE,59,JEFFVANDERLOU, ,3711,GARFIELD,898341.1,1026252
2010-06,06/07/2010 02:00,Y, , ,1,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3001,INDIANA AVE,22, , ,3001,INDIANA,899311.6,1007321
2010-06,06/07/2010 02:00,Y, , ,1, 61701,9,LARCENY-PICKPOCKET UNDER $500,3451,PARK AVE,31,THE CLUBHOUSE,APT A,3451,PARK,896051.9,1014841
2010-06,06/07/2010 02:10,Y, , ,1, 31421,4,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,0,N 6TH ST / OLIVE ST,35, , , , ,908728.6,1017711
2010-06,06/07/2010 02:40,Y, , ,1, 31111,1,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5420,BATES ST,5, , ,5423,BATES,885373.9,999762.7
2010-06,06/07/2010 03:00, ,Y, ,-1, 71013,8,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4725,ASHLAND CT,55, ,HIGHWAY 70,4725,ASHLAND,892576.1,1033470
2010-06,06/07/2010 03:00,Y, , ,1, 71013,8,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4725,ASHLAND CT,55, ,HIGHWAY 70,4725,ASHLAND,892576.1,1033470
2010-06,06/07/2010 03:55,Y, , ,1, 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1925,WASHINGTON AVE,36, , ,1933,WASHINGTON,903934.5,1019898
2010-06,06/07/2010 06:00,Y, , ,1, 51122,6,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,5643,MIMIKA AVE,76,VICTORIAN DAYCARE, ,5643,MIMIKA,890264.1,1047217
2010-06,06/07/2010 06:00,Y, , ,1, 51121,1,BURGLARY-RESIDENCE/DAY/UNLAW ENT/OCCUPIED,550,EILER ST,1, ,1ST FLOOR,550,EILER,892440.4,995345.6
2010-06,06/07/2010 06:15,Y, , ,1, 65701,2,LARCENY-MTR VEH PARTS UNDER $500,5400,ARSENAL ST,13, ,PARKING LOT,5300,ARSENAL,883530.5,1009029
2010-06,06/07/2010 06:26,Y, , ,1, 72113,1,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,3140,OSCEOLA ST,17, , ,3140,OSCEOLA,894535.4,998853.5
2010-06,06/07/2010 06:40,Y, , ,1, 31421,3,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,4012,FAIRVIEW AVE,15, ,REAR BASEMENT ENTRANCE,4012,FAIRVIEW,890430.8,1005712
2010-06,06/07/2010 06:45,Y, , ,1, 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 7TH ST / CONVENTIO,35, , , , ,908771.6,1019108
2010-06,06/07/2010 07:00,Y, , ,1, 31421,3,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,3628,S SPRING AVE,15, , ,3628,SPRING,892275.1,1004104
2010-06,06/07/2010 07:21,Y, , ,1,142320,8,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4327,LABADIE AVE,56, ,DESTRUCTION OF PROPERTY,4327,LABADIE,894985.1,1030976
2010-06,06/07/2010 07:27,Y, , ,1, 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,4559,FAIR AVE,68, ,1ST FL,4559,FAIR,899652.1,1034946
2010-06,06/07/2010 07:30,Y, , ,1, 67701,9,LARCENY-FROM BUILDING UNDER $500,4322,MCREE AVE,28, ,APT 1E,4322,MCREE,889655.8,1014487
2010-06,06/07/2010 07:30,Y, , ,1,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3249,TEXAS AVE,30, , ,3249,TEXAS,898378,1005844
2010-06,06/07/2010 08:00,Y, , ,1, 67701,9,LARCENY-FROM BUILDING UNDER $500,2709,HOWARD ST,59, ,RESIDENCE,2709,HOWARD,901709.1,1024514
2010-06,06/07/2010 08:30,Y, , ,1, 65701,2,LARCENY-MTR VEH PARTS UNDER $500,7000,LANSDOWNE AVE,9, ,METRO LINK PARKING LOT, , ,873714.8,1004309
2010-06,06/07/2010 08:33,Y, , ,1,266510,1,PUBLIC ORDER-TRESPASSING,3404,ITASKA ST,16, , ,3404,ITASKA,892986.3,997317.4
2010-06,06/07/2010 08:40,Y, , ,1, 64601,8,"LARCENY-FROM MTR VEH $500 - $24,999",2919,N NEWSTEAD AVE,56, , , , ,894358.4,1030861
2010-06,06/07/2010 09:00,Y, , ,1, 65701,1,LARCENY-MTR VEH PARTS UNDER $500,7239,SCHROEDER PL,4, , ,7239,SCHROEDER,880118.9,993758.9
2010-06,06/07/2010 09:00,Y, , ,1, 67701,1,LARCENY-FROM BUILDING UNDER $500,4450,MINNESOTA AVE,17, , ,4450,MINNESOTA,895032.8,998304
2010-06,06/07/2010 09:00,Y, , ,1,142320,9,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4398,GIBSON AVE,39, , ,4398,GIBSON,889262.8,1017945
2010-06,06/07/2010 09:03,Y, , ,1,151130,5,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,4318,N GRAND BLVD,67,CURRENCY EXCHANGE, ,4318,GRAND,902761.8,1032429
2010-06,06/07/2010 09:14,Y, , ,1,266100,5,PUBLIC ORDER-DEMONSTRATING,3844,W FLORISSANT AVE,67, , , , ,901381.1,1033681
2010-06,06/07/2010 09:45,Y, , ,1, 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,N 14TH ST / DELMAR B,36, , , , ,906380.6,1019734
2010-06,06/07/2010 09:55,Y, , ,1,266510,5,PUBLIC ORDER-TRESPASSING,4127,N GRAND BLVD,67,SCHNUCKS, ,4127,GRAND,901776.6,1031336
2010-06,06/07/2010 09:55,Y, , ,1, 69702,3,LARCENY-ALL OTHER UNDER $500,2845,MAGNOLIA AVE,24, , ,2849,MAGNOLIA,897477,1009101
2010-06,06/07/2010 10:00,Y, , ,1, 43013,1,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,6136,ARENDES DR,3, , ,6136,ARENDES,888576.4,994652.3
2010-06,06/07/2010 10:00,Y, , ,1, 71013,9,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,10,S COMPTON AVE,37, ,HARRIS STOWE PARKING LOT, , ,898303.3,1019411
2010-06,06/07/2010 10:15,Y, , ,1,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3201,JASPER PARK,14, , ,3226,JASPER PARK,881531.9,1008810
2010-06,06/07/2010 10:30,Y, , ,1, 51312,7,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5538,GREER AVE,50, , ,5538,GREER,886606.3,1036129
2010-06,06/07/2010 10:32,Y, , ,1,229999,6,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,0,RIVERVIEW BLVD / THE,72, , , , ,890647,1044962
2010-06,06/07/2010 10:40,Y, , ,1,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4660,CHIPPEWA ST,5, ,SHOP & SAVE,4660,CHIPPEWA,885362.3,1003846
2010-06,06/07/2010 10:40,Y, , ,1, 63701,1,LARCENY-SHOPLIFT UNDER $500,4660,CHIPPEWA ST,5,SHOP N SAVE,SHOP N SAVE,4660,CHIPPEWA,885362.3,1003846
2010-06,06/07/2010 10:45,Y, , ,1, 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,996,RIVERVIEW BLVD,74, , ,996,RIVERVIEW,895984.3,1052224
2010-06,06/07/2010 11:00,Y, , ,1, 71013,7,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5934,NATURAL BRIDGE AVE,50,CASH-N-PAWN, ,5934,NATURAL BRIDGE,884791.2,1039260
2010-06,06/07/2010 11:01,Y, , ,1, 64701,6,LARCENY-FROM MTR VEH UNDER $500,7600,HALL ST,79, ,@WORKHOUSE,7600,HALL,899461.2,1045874
2010-06,06/07/2010 11:05,Y, , ,1, 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,1010,SELLS AVE,74, , ,1010,SELLS,896216.8,1048990
2010-06,06/07/2010 11:09,Y, , ,1,266999,7,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5985,ROMAINE PL,78, ,FRONT STEPS OF ADDRESS,5985,ROMAINE,880994.8,1033585
2010-06,06/07/2010 11:09,Y, , ,1,266999,7,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5985,ROMAINE PL,78, ,NUISANCE ABATEMENT PROPERTY,5985,ROMAINE,880994.8,1033585
2010-06,06/07/2010 11:30,Y, , ,1, 91114,8,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4324,DR MARTIN LUTHER KIN,58,MARTINS MARKET,CONVENIENT STORE PARKINGLOT, , ,893407.7,1027601
2010-06,06/07/2010 11:43,Y, , ,1, 64501,6,"LARCENY-FROM MTR VEH OVER $25,000",1,CHAIN OF ROCKS BRG,75, , , , ,910863.6,1067409
2010-06,06/07/2010 11:45,Y, , ,1, 67601,9,"LARCENY-FROM BUILDING $500 - $24,999",3407,OLIVE ST,77, , ,3407,OLIVE,897742.5,1020861
2010-06,06/07/2010 12:00,Y, , ,1, 67701,7,LARCENY-FROM BUILDING UNDER $500,5856,LOTUS AVE,50, , ,5856,LOTUS,883137,1034696
2010-06,06/07/2010 12:00, ,Y, ,-1, 67701,7,LARCENY-FROM BUILDING UNDER $500,5856,LOTUS AVE,50, , ,5856,LOTUS,883137,1034696
2010-06,06/07/2010 12:00,Y, , ,1,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,2918,CALIFORNIA AVE,30, , ,2918,CALIFORNIA,897914,1007991
2010-06,06/07/2010 12:00,Y, , ,1, 73313,1,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,3841,BLOW ST,4, , ,3841,BLOW,886072.1,992968.3
2010-06,06/07/2010 12:00,Y, , ,1, 69702,2,LARCENY-ALL OTHER UNDER $500,6018,CLIFTON AVE,8, , ,6018,CLIFTON,877922.6,998984.9
2010-06,06/07/2010 12:00,Y, , ,1, 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4900,ROSALIE ST,71, , , , ,895694.6,1039737
2010-06,06/07/2010 12:00,Y, , ,1, 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1000,N LEONOR K SULLIVAN,64, ,PARKING LOT,1000,LEONOR K SULLIVAN,911240.1,1022541
2010-06,06/07/2010 12:10,Y, , ,1, 63701,9,LARCENY-SHOPLIFT UNDER $500,4956,DELMAR BLVD,38,DOLLAR GENERAL, ,4956,DELMAR,888111,1026049
2010-06,06/07/2010 12:30,Y, , ,1, 51112,7,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,5871,ROMAINE PL,78, ,VACANT RESIDENCE,5871,ROMAINE,881951.3,1032940
2010-06,06/07/2010 12:35,Y, , ,1, 67701,2,LARCENY-FROM BUILDING UNDER $500,2649,HAMPTON AVE,11,CRICKET STORE, ,2649,HAMPTON,880664.9,1011384
2010-06,06/07/2010 12:38,Y, , ,1,182999,1,DRUGS-POSSESSION/OTHR UNSPEC DRUG,4569,ADKINS AVE,5, , , , ,888248.9,1001279
2010-06,06/07/2010 12:48,Y, , ,1,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4127,N. GRAND,67,SCHNUCKS, ,4127,N. GRAND,0,0
2010-06,06/07/2010 13:00,Y, , ,1, 65701,7,LARCENY-MTR VEH PARTS UNDER $500,5542,PALM ST,50, , ,5542,PALM,887025.2,1037005
2010-06,06/07/2010 13:00,Y, , ,1, 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,6318,MICHIGAN AVE,1,RESIDENCE,REAR,6318,MICHIGAN,891627.6,992179.1
2010-06,06/07/2010 13:13,Y, , ,1,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1931,WARREN ST,60, , ,1931,WARREN,905124,1025424
2010-06,06/07/2010 13:18,Y, , ,1, 91113,7,SIMPLE ASSAULT-ADULT/NO INJURY,5034,SAINT LOUIS AVE,52, , ,2819,UNION,889864.3,1033547
2010-06,06/07/2010 13:26,Y, , ,1, 43203,5,AGG.ASSAULT-OTH DANG WEP/POL OFFC 3RD DEGREE,3830,VEST AVE,65, ,SOUTH ALLEY,3830,VEST,903009.3,1029280
2010-06,06/07/2010 13:50,Y, , ,1, 69702,2,LARCENY-ALL OTHER UNDER $500,6327,MURDOCH AVE,8, , ,6331,MURDOCH,877809.9,1003227
2010-06,06/07/2010 13:59,Y, , ,1,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1931,WARREN ST,60, , ,1931,WARREN,905124,1025424
2010-06,06/07/2010 14:00,Y, , ,1,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2125,SALISBURY ST,65, , ,2125,SALISBURY,904476.3,1029184
2010-06,06/07/2010 14:00,Y, , ,1, 67701,3,LARCENY-FROM BUILDING UNDER $500,2119,STANSBURY ST,18, ,RESIDENCE,2119,STANSBURY,899070.6,1002689
2010-06,06/07/2010 14:03,Y, , ,1, 65701,8,LARCENY-MTR VEH PARTS UNDER $500,4444,SAINT FERDINAND AVE,57, ,ALIAS 4444 ST FERDINAND,4444,SAINT FERDINAND,893621.6,1029537
2010-06,06/07/2010 14:04,Y, , ,1, 91113,7,SIMPLE ASSAULT-ADULT/NO INJURY,5001,DR MARTIN LUTHER KIN,52, ,SIDEWALK, , ,888042.4,1030500
2010-06,06/07/2010 14:11,Y, , ,1,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,4209,IOWA AVE,17, , ,4209,IOWA,896762.1,999805.1
2010-06,06/07/2010 14:15,Y, , ,1, 41013,9,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1715,MICHIGAN AVE,31, , ,1715,MICHIGAN,896864.6,1013114
2010-06,06/07/2010 14:30,Y, , ,1, 51112,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3921,ALBERTA ST,16, ,SINGLE FAMILY,3921,ALBERTA,891194.5,1002406
2010-06,06/07/2010 14:32,Y, , ,1,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3446,LAWN AVE,14, ,APT 8,3446,LAWN,885419.9,1006064
2010-06,06/07/2010 14:38,Y, , ,1, 51122,2,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,6433,ODELL ST,11, , ,6433,ODELL,878094.7,1010974
2010-06,06/07/2010 14:45,Y, , ,1, 64701,7,LARCENY-FROM MTR VEH UNDER $500,5750,NATURAL BRIDGE AVE,50,MOBILE GAS STATION, , , ,885556.4,1038533
2010-06,06/07/2010 14:45,Y, , ,1,266100,1,PUBLIC ORDER-DEMONSTRATING,2212,CHIPPEWA ST,18, , ,2212,CHIPPEWA,898748.3,1002205
2010-06,06/07/2010 15:00,Y, , ,1, 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,3229,MINNESOTA AVE,30, ,APT A,3229,MINNESOTA,896127.9,1006407
2010-06,06/07/2010 15:00,Y, , ,1, 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3229,MINNESOTA AVE,30, ,APT A,3229,MINNESOTA,896127.9,1006407
2010-06,06/07/2010 15:00,Y, , ,1, 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3229,MINNESOTA AVE,30, ,APT A,3229,MINNESOTA,896127.9,1006407
2010-06,06/07/2010 15:00,Y, , ,1,142320,9,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1133,KENTUCKY AVE,39, , ,1133,KENTUCKY,890758.3,1017056
2010-06,06/07/2010 15:00,Y, , ,1,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,ADELAIDE AVE / I 70,66, , , , ,902602.9,1036399
2010-06,06/07/2010 15:50,Y, , ,1, 51330,2,BURGLARY-RESDNCE/UNK TIM/ATT FORCE ENTRY,6317,MURDOCH AVE,8, , ,6317,MURDOCH,877913,1003214
2010-06,06/07/2010 16:29,Y, , ,1,266510,6,PUBLIC ORDER-TRESPASSING,5932,W FLORISSANT AVE,76,F AND G FOODS, ,6000,SHULTE,891443.5,1046510
2010-06,06/07/2010 17:00,Y, , ,1,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2863,S JEFFERSON AVE,30, , ,2863,JEFFERSON,899035,1007943
2010-06,06/07/2010 17:00,Y, , ,1, 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",200,N 4TH ST,35,RADISSON HOTEL,@RADISSON HOTEL,200,4TH,909518.1,1017323
2010-06,06/07/2010 17:00,Y, , ,1,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8315,VIRGINIA AVE,2, ,SINGLE FAMILY DWELLING,8315,VIRGINIA,886528,987284.2
2010-06,06/07/2010 17:00,Y, , ,1,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2101,CLIFTON AVE,10,CHEMISPHERE,REAR OF BUILDING.,2101,CLIFTON,878843.1,1013980
2010-06,06/07/2010 17:00,Y, , ,1, 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4374,BECK AVE,15, ,REHABBED SINGLE FAMILY,4374,BECK,887139.9,1004360
2010-06,06/07/2010 17:00,Y, , ,1, 69702,9,LARCENY-ALL OTHER UNDER $500,3734,COZENS AVE,77, , ,3734,COZENS,897435.6,1025101
2010-06,06/07/2010 17:11,Y, , ,1, 51122,1,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,3841,DUNNICA AVE,16, , ,3841,DUNNICA,891293,1003164
2010-06,06/07/2010 17:20,Y, , ,1, 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,N BROADWAY / MULLANP,64, , , , ,909876.5,1022450
2010-06,06/07/2010 17:28,Y, , ,1,229999,9,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,4900,DELMAR BLVD,38, , ,4900,DELMAR,888457.9,1026010
2010-06,06/07/2010 17:30,Y, , ,1, 52311,2,BURGLARY-BUSINESS/UNK TIME/FORC ENT/OCCUPIED,4607,HAMPTON AVE,8,OBRIEN DENTAL OFFICES, ,4607,HAMPTON,878961.8,1003217
2010-06,06/07/2010 17:30,Y, , ,1,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5844,JAMIESON AVE,8, ,SINGLE FAMILY DWELLING,5844,JAMIESON,876265,999679.4
