Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
15-053820,2015-10,10/22/2015 0:01,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500,5920,SALOMA AVE,76, , ,5920,SALOMA,888424.3,1043499
15-053803,2015-10,10/22/2015 0:15,Y, , ,1, ,151130,6,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,3950,CARTER AVE,67,MOUNT VERNON MISSIONARY BAPTIST CHU, ,3950,CARTER,900334.3,1033366
15-053809,2015-10,10/22/2015 1:06,Y, , ,1, ,82000,4,ARSON-2ND DEGREE/SUCCESS,1220,N 11TH ST,62,SHRINE OF ST. JOSEPH,#1123058,1220,11TH,908028.4,1021049
15-053804,2015-10,10/22/2015 1:10,Y, , ,1, ,91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4949,BARNES JEWISH HOSPITAL PLZ,38,BARNES JEWISH HOSPITAL, ,4949, ,887396.8,1020150
15-053810,2015-10,10/22/2015 1:30,Y, , ,1, ,31421,4,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,1401,CHOUTEAU AVE,36,BP GAS STATION, ,1420,CHOUTEAU,904521.8,1014630
15-053806,2015-10,10/22/2015 1:30,Y, , ,1, ,182999,4,DRUGS-POSSESSION/OTHR UNSPEC DRUG,2706,N GRAND BLVD,59, , ,2706,GRAND,899737,1027078
15-053808,2015-10,10/22/2015 2:15,Y, , ,1, ,31421,3,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,3400,S COMPTON AVE,19, , ,3205,POTOMAC,895488.7,1005599
15-053813,2015-10,10/22/2015 2:40,Y, , ,1, ,91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,5815,PERSHING AVE,46, , ,5815,PERSHING,879988.3,1025320
15-053811,2015-10,10/22/2015 3:00,Y, , ,1, ,83000,1,ARSON-KNOWINGLY BURNING/SUCCESS,3110,OSCEOLA ST,17, , ,3110,OSCEOLA,894874.6,998801.4
15-053814,2015-10,10/22/2015 3:35,Y, , ,1, ,69702,6,LARCENY-ALL OTHER UNDER $500,5927,HARNEY AVE,76, , ,5927,HARNEY,891069,1045933
15-053816,2015-10,10/22/2015 3:39,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",2400,N GRAND BLVD,59, , , , ,899189.1,1026089
15-053817,2015-10,10/22/2015 4:00,Y, , ,1, ,71040,1,AUTO THEFT-PERM RETNT/ATTEMPT,800,SCHIRMER ST,1, , ,800,SCHIRMER,887256.8,989519.8
15-053898,2015-10,10/22/2015 4:13,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6011,KINGSBURY AVE,46, , ,6011,KINGSBURY,878865.4,1026489
15-053831,2015-10,10/22/2015 4:30,Y, , ,1, ,64711,5,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,5733,CLEMENS AVE,48, , ,5733,CLEMENS,881408,1028069
15-053818,2015-10,10/22/2015 4:30,Y, , ,1, ,81000,1,ARSON-1ST DEGREE/SUCCESS,128,HAVEN ST,1, , ,128,HAVEN,891261.4,990788.8
15-053868,2015-10,10/22/2015 4:40,Y, , ,1, ,69602,3,"LARCENY-ALL OTHER $500 - $24,999",3422,S JEFFERSON AVE,18, ,BYRD  AND BARRELL,3422,JEFFERSON,898749.8,1004691
15-053822,2015-10,10/22/2015 6:10,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5592,THEODOSIA AVE,50, , ,5588,DR MARTIN LUTHER KING,884413.1,1033175
15-053933,2015-10,10/22/2015 7:20,Y, , ,1, ,66701,2,LARCENY-BICYCLES UNDER $500,7201,LANSDOWNE AVE,9, ,@METROLINK - SHREWSBURY,7201,LANSDOWNE,872005.1,1004597
15-054086,2015-10,10/22/2015 7:55,Y, , ,1, ,91123,5,SIMPLE ASSAULT-CHILD/NO INJURY,1130,N EUCLID AVE,53, ,@WASHINGTON SCHOOL,1130,EUCLID,888976.8,1028062
15-053837,2015-10,10/22/2015 8:00,Y, , ,1, ,43013,1,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,4235,S COMPTON AVE,16,SOUTH CITY,@CONFLUENCE ACADEMY,4235,COMPTON,894424.6,999868.7
15-053888,2015-10,10/22/2015 8:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,100,S 9TH ST,35, , ,100,9TH,907539.4,1016259
15-054122,2015-10,10/22/2015 8:00,Y, , ,1, ,65701,3,LARCENY-MTR VEH PARTS UNDER $500,0,S GRAND BLVD / GRAVOIS AVE,19, , ,3555,MICHIGAN,893507.8,1004763
15-053867,2015-10,10/22/2015 8:00,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5355,PAGE BLVD,48, , ,5355,PAGE,884665.8,1030060
15-053834,2015-10,10/22/2015 8:22,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,DE TONTY ST / S GRAND BLVD,26, , , , ,894687.8,1013266
15-053852,2015-10,10/22/2015 8:30,Y, , ,1, ,91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",8715,ANNETTA ST,74, , ,8715,ANNETTA,894888.2,1049754
15-053852,2015-10,10/22/2015 8:30,Y, , ,1, ,91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",8715,ANNETTA ST,74, , ,8715,ANNETTA,894888.2,1049754
15-053844,2015-10,10/22/2015 8:40,Y, , ,1, ,182250,4,DRUGS-POSSESSION/COCAINE,4219,N 21ST ST,65, , ,4219,21ST,903782.1,1031360
15-053836,2015-10,10/22/2015 9:03,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,932,LOUGHBOROUGH AVE,1, ,LOWES LOUGHBOROUGH COMMONS,932,LOUGHBOROUGH,888524.2,991611.8
15-053859,2015-10,10/22/2015 9:15,Y, , ,1, ,182999,1,DRUGS-POSSESSION/OTHR UNSPEC DRUG,8105,REILLY AVE,2, , , , ,888988.1,986283.5
15-053927,2015-10,10/22/2015 9:30,Y, , ,1, ,65601,6,"LARCENY-MTR VEH PARTS $500 - $24,999",4336,N NEWSTEAD AVE,68, , ,4335,NEWSTEAD,897076,1035709
15-053854,2015-10,10/22/2015 9:30,Y, , ,1, ,64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",4131,CLAY AVE,68, , ,4131,CLAY,899222.7,1033013
15-053851,2015-10,10/22/2015 9:30,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3404,HAMILTON AVE,50, , ,3404,HAMILTON,884446,1038097
15-055161,2015-10,10/22/2015 9:30,Y, , ,1, ,51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4050,FLAD AVE,27, ,VACANT RESIDENCE,4050,FLAD,891515.8,1011789
15-053847,2015-10,10/22/2015 9:47,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1508,CASS AVE,61, ,NUISANCE ABATEMENT PROPERTY,1508,CASS,906523.9,1021998
15-053856,2015-10,10/22/2015 9:50,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,300,CARR ST,35, , , , ,910117.3,1019851
15-053858,2015-10,10/22/2015 9:56,Y, , ,1, ,91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",0,DELMAR BLVD / ROSEDALE AVE,46, , , , ,878447.5,1027420
15-055836,2015-10,10/22/2015 10:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3404,HAMILTON AVE,50,HILLVALLE APARTMENTS COMPLEX,NUISANCE ABATEMENT PROPERTY,3404,HAMILTON,884446,1038097
15-053853,2015-10,10/22/2015 10:11,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1458,PRESERVATION PL,61, ,NUISANCE ABATEMENT PROPERTY,1458,PRESERVATION,906689.7,1022067
15-055833,2015-10,10/22/2015 10:11,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8715,ANNETTA ST,74, ,NUISANCE ABATEMENT PROPERTY,8715,ANNETTA,894888.2,1049754
15-053866,2015-10,10/22/2015 10:20,Y, , ,1, ,51122,5,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,2814,N TAYLOR AVE,57, , ,2814,TAYLOR,893627.2,1030932
15-053862,2015-10,10/22/2015 10:45,Y, , ,1, ,69602,6,"LARCENY-ALL OTHER $500 - $24,999",5151,NATURAL BRIDGE AVE,70, , ,5151,NATURAL BRIDGE,890080.3,1035909
15-053860,2015-10,10/22/2015 10:46,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3928,N FLORISSANT AVE,65,TWIN TWELVE APARTMENTS,NUISANCE ABATEMENT PROPERTY,3928,FLORISSANT,904129.4,1030129
15-053877,2015-10,10/22/2015 10:50,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3537,BINGHAM AVE,16, ,REAR,3537,BINGHAM,893358.1,999917.8
15-054978,2015-10,10/22/2015 10:50,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3537,BINGHAM AVE,16, ,BINGHAM APARTMENTS NUISANCE PROPERTY,3537,BINGHAM,893358.1,999917.8
15-053870,2015-10,10/22/2015 10:50,Y, , ,1, ,51112,3,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3842,NEBRASKA AVE,16, , ,3842,NEBRASKA,896322.8,1002199
15-053876,2015-10,10/22/2015 11:30,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,3836,NATURAL BRIDGE AVE,59,BEAUMONT HIGH SCHOOL, ,3836,NATURAL BRIDGE,899611.2,1030255
15-054145,2015-10,10/22/2015 11:30,Y, , ,1, ,67601,1,"LARCENY-FROM BUILDING $500 - $24,999",4728,GOETHE AVE,6, , ,4728,GOETHE,883219.6,998471.6
15-055376,2015-10,10/22/2015 12:00,Y, , ,1, ,67601,1,"LARCENY-FROM BUILDING $500 - $24,999",4402,MINNESOTA AVE,17, , ,4402,MINNESOTA,895112.7,998804.8
15-054625,2015-10,10/22/2015 12:00,Y, , ,1, ,52312,1,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,3748,DELOR ST,16,THE SILVER LINING, ,3748,DELOR,890428.1,998187.1
15-053897,2015-10,10/22/2015 12:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,5146,MAFFITT AVE,52, , ,5146,MAFFITT,888651.3,1033290
15-054053,2015-10,10/22/2015 12:30,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4716,BESSIE CT,69, , ,4716,BESSIE,894452.2,1036192
15-053881,2015-10,10/22/2015 12:40,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,3916,LEE AVE,67, , , , ,899791.1,1032727
15-053886,2015-10,10/22/2015 12:45,Y, , ,1, ,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1515,HAMPTON AVE,42,DENNYS, ,1515,HAMPTON,880606.3,1015984
15-055205,2015-10,10/22/2015 13:00,Y, , ,1, ,51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5843,RIDGE AVE,78, ,VACANT RESIDENCE,5843,RIDGE,882326.6,1033024
15-053929,2015-10,10/22/2015 13:00,Y, , ,1, ,72130,4,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,0,N 16TH ST / DELMAR BLVD,36, , , , ,905555.1,1019971
15-053884,2015-10,10/22/2015 13:00,Y, , ,1, ,43203,6,AGG.ASSAULT-OTH DANG WEP/POL OFFC 3RD DEGREE,3132,ROLLA PL,56, , ,3132,ROLLA,896778.3,1030852
15-053882,2015-10,10/22/2015 13:04,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,700,CHESTNUT ST,35, ,KIENER PLAZA, ,KIENER,908242.7,1017204
15-053887,2015-10,10/22/2015 13:08,Y, , ,1, ,151130,6,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,7819,HALL ST,74, , ,7819,HALL,898141.1,1046724
15-053893,2015-10,10/22/2015 13:28,Y, , ,1, ,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3006,LAFAYETTE AVE,31, , , , ,897546.3,1013072
15-053985,2015-10,10/22/2015 13:30,Y, , ,1, ,64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",911,IRON ST,1, , , , ,890250,993583.6
15-053894,2015-10,10/22/2015 13:50,Y, , ,1, ,43015,3,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,1121,S 14TH ST,33, , ,1121,14TH,904509.8,1013818
15-054036,2015-10,10/22/2015 14:00,Y, , ,1, ,67701,1,LARCENY-FROM BUILDING UNDER $500,5920,WANDA AVE,5, ,APT A/UPSTAIRS,5920,WANDA,885377.7,999037.5
15-054054,2015-10,10/22/2015 14:00,Y, , ,1, ,51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5982,WANDA AVE,5, , ,5982,WANDA,885233.3,998465.1
15-053892,2015-10,10/22/2015 14:07,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA,4844,MARGARETTA AVE,69, , ,4844,MARGARETTA,892807.6,1035254
15-054286,2015-10,10/22/2015 14:15,Y, , ,1, ,95100,6,"STALKING (HARASSMENT ONLY, NO THREAT)",6,GAST PL,74, ,@CPD,919,JEFFERSON,896807,1050376
15-053896,2015-10,10/22/2015 14:20,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5720,N BROADWAY,79, ,STREET, , ,901924.3,1037268
15-054028,2015-10,10/22/2015 14:30,Y, , ,1, ,69602,6,"LARCENY-ALL OTHER $500 - $24,999",4487,NATURAL BRIDGE AVE,69,FAMILY DOLLAR,CONSTRUCTION SITE,4487,NATURAL BRIDGE,894771.2,1033355
15-054085,2015-10,10/22/2015 14:42,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5979,DRURY LN,73, , ,5979,DRURY,892584.9,1048490
15-053903,2015-10,10/22/2015 14:42,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5122,VIRGINIA AVE,16, , ,5122,VIRGINIA,893204.1,995837.9
15-053905,2015-10,10/22/2015 14:44,Y, , ,1, ,51122,3,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,3547,PENNSYLVANIA AVE,19, , ,3547,PENNSYLVANIA,896119.2,1004233
15-053920,2015-10,10/22/2015 15:00,Y, , ,1, ,67701,6,LARCENY-FROM BUILDING UNDER $500,7410,HALL ST,79,ST LOUIS CITY TOW, ,7410,HALL,899571.8,1044964
15-054035,2015-10,10/22/2015 15:00,Y, , ,1, ,67701,6,LARCENY-FROM BUILDING UNDER $500,4505,ALICE AVE,68, , ,4505,ALICE,899629.7,1034060
15-054068,2015-10,10/22/2015 15:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3150,KEOKUK ST,16, , ,3150,KEOKUK,895036.6,1002118
15-053906,2015-10,10/22/2015 15:20,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3125,OAK HILL AVE,15, , , , ,890211.7,1008896
15-053912,2015-10,10/22/2015 16:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,DR MARTIN LUTHER KING DR / SEM,78, , , , ,885281.8,1032182
15-053921,2015-10,10/22/2015 16:28,Y, , ,1, ,91303,2,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,6027,CHIPPEWA ST,9, , , , ,878555.8,1005136
15-053924,2015-10,10/22/2015 16:50,Y, , ,1, ,91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,5305,NORTHRUP AVE,12,AUTO ART, , , ,884473.5,1014965
15-053936,2015-10,10/22/2015 17:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5545,WELLS AVE,78, , ,5545,WELLS,884581.3,1032106
15-053959,2015-10,10/22/2015 17:00,Y, , ,1, ,63701,2,LARCENY-SHOPLIFT UNDER $500,6650,MANCHESTER AVE,10, ,@K MART - MANCHESTER,6650,MANCHESTER,877121.1,1013930
15-053925,2015-10,10/22/2015 17:00,Y, , ,1, ,63701,2,LARCENY-SHOPLIFT UNDER $500,50,HAMPTON VILLAGE PLZ,7, ,@J C PENNEY - HAMPTON VILLAGE, , ,879568.8,1004479
15-053928,2015-10,10/22/2015 17:00,Y, , ,1, ,63701,2,LARCENY-SHOPLIFT UNDER $500,50,HAMPTON VILLAGE PLZ,7, ,@J C PENNEY - HAMPTON VILLAGE,50,HAMPTON VILLAGE,879568.8,1004479
15-053957,2015-10,10/22/2015 17:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3652,KEOKUK ST,16, , ,3652,KEOKUK,892561.4,1002398
15-053922,2015-10,10/22/2015 17:23,Y, , ,1, ,250000,4,LOITERING-BEGGING,540,LOCUST ST,35, , , , ,909152.2,1017895
15-053923,2015-10,10/22/2015 17:25,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,0,S 14TH ST / PAPIN ST,36, , , , ,904815.6,1014918
15-053930,2015-10,10/22/2015 17:26,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,BLAIR AVE / SALISBURY ST,65, , , , ,905800.3,1029664
15-053952,2015-10,10/22/2015 17:40,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3120,ARSENAL ST,25, , ,3120,ARSENAL,896213.1,1007888
15-053956,2015-10,10/22/2015 17:45,Y, , ,1, ,71040,3,AUTO THEFT-PERM RETNT/ATTEMPT,3349,INDIANA AVE,18, ,WEST CURB, , ,898987.5,1005017
15-053939,2015-10,10/22/2015 18:23,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1424,SALISBURY ST,65, , , , ,905978,1029624
15-054087,2015-10,10/22/2015 18:50,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1907,BIDDLE ST,61, , ,1907,BIDDLE,904538.2,1022258
15-054087,2015-10,10/22/2015 18:50,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1907,BIDDLE ST,61, , ,1907,BIDDLE,904538.2,1022258
15-054004,2015-10,10/22/2015 19:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4709,ALEXANDER ST,5, , ,4709,ALEXANDER,888743.5,999909.8
15-053940,2015-10,10/22/2015 19:05,Y, , ,1, ,31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,322,N NEWSTEAD AVE,38, , ,325,NEWSTEAD,890660.3,1023343
15-053938,2015-10,10/22/2015 19:22,Y, , ,1, ,67701,3,LARCENY-FROM BUILDING UNDER $500,3427,S JEFFERSON AVE,19, , ,3427,JEFFERSON,898497.9,1004658
15-053955,2015-10,10/22/2015 19:30,Y, , ,1, ,91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4355,HUNT AVE,39, , ,4355,HUNT,889299.2,1015938
15-054268,2015-10,10/22/2015 19:30,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500,3814,MCREE AVE,29, , ,3814,MCREE,893686.1,1014020
15-053948,2015-10,10/22/2015 19:45,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4468,S SPRING AVE,16, , ,4468,SPRING,891013.1,999949.3
15-053941,2015-10,10/22/2015 19:45,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,540,WASHINGTON AVE,35, ,STREET/SIDEWALK, , ,909309,1018339
15-053944,2015-10,10/22/2015 19:59,Y, , ,1, ,250000,4,LOITERING-BEGGING,600,GRATIOT ST,35, ,STREET/SIDEWALK, , ,907533.1,1014334
15-053950,2015-10,10/22/2015 20:00,Y, , ,1, ,63701,2,LARCENY-SHOPLIFT UNDER $500,3865,GRAVOIS AVE,15,SHOP AND SAVE, ,3865,GRAVOIS,891583.8,1004871
15-053942,2015-10,10/22/2015 20:00,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN,2505,HODIAMONT AVE,50, , ,2505,HODIAMONT,882087.8,1035986
15-055250,2015-10,10/22/2015 20:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2801,DR MARTIN LUTHER KING DR,59, , ,2801,DR MARTIN LUTHER KING,901155.4,1021829
15-054096,2015-10,10/22/2015 20:00,Y, , ,1, ,64711,3,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,2823,LEMP AVE,22, , ,2823,LEMP,901009.7,1007669
15-053951,2015-10,10/22/2015 20:05,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1432,BLACKSTONE AVE,78, , ,1432,BLACKSTONE,883404.5,1032609
15-053954,2015-10,10/22/2015 20:08,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,920,S TAYLOR AVE,39,HOME 2 SUITES, ,920,TAYLOR,888938.8,1018711
15-053947,2015-10,10/22/2015 20:22,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,4014,UNION BLVD,70, ,@NORTH PATROL DIVISION,4014,UNION,890074.4,1037079
15-054014,2015-10,10/22/2015 20:30,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4250,MINNESOTA AVE,17, , ,4250,MINNESOTA,895674,999878.2
15-054321,2015-10,10/22/2015 20:30,Y, , ,1, ,66701,5,LARCENY-BICYCLES UNDER $500,6255,DELMAR BLVD,48, , ,6255,DELMAR,876950.4,1027619
15-053970,2015-10,10/22/2015 20:32,Y, , ,1, ,10000,5,HOMICIDE,1911,GOODFELLOW BLVD,50, , ,5749,LOTUS,883445.1,1034349
15-053970,2015-10,10/22/2015 20:32,Y, , ,1, ,10000,5,HOMICIDE,1911,GOODFELLOW BLVD,50, , ,5749,LOTUS,883445.1,1034349
15-054000,2015-10,10/22/2015 20:45,Y, , ,1, ,65701,4,LARCENY-MTR VEH PARTS UNDER $500,1226,OLIVE ST,36, , ,1226,OLIVE,906266,1018212
15-054109,2015-10,10/22/2015 21:00,Y, , ,1, ,51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,1015,PARK AVE,34,ST RAYMOND S APARTMENTS,APARTMENT,1015,PARK,905579.6,1012632
15-054047,2015-10,10/22/2015 21:00,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500,7026,VIRGINIA AVE,1, , ,7026,VIRGINIA,889603.2,990529.1
15-054009,2015-10,10/22/2015 21:00,Y, , ,1, ,65701,4,LARCENY-MTR VEH PARTS UNDER $500,1023,SPRUCE ST,35,CUPPLES LOFTS, ,1023,SPRUCE,906589.4,1016244
15-053960,2015-10,10/22/2015 21:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3145,S GRAND BLVD,15, , ,3145,GRAND,893723,1007999
15-054008,2015-10,10/22/2015 21:00,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500,4645,ST LOUIS AVE,56, , ,4645,ST LOUIS,892551.7,1031888
15-054109,2015-10,10/22/2015 21:00, , , ,-1, ,51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,1015,PARK AVE,34,ST RAYMOND S APARTMENTS,APARTMENT,1015,PARK,905579.6,1012632
15-053962,2015-10,10/22/2015 21:08,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1100,RUSSELL BLVD,21, , , , ,903550.3,1010232
15-053968,2015-10,10/22/2015 21:30,Y, , ,1, ,31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,2144,STANSBURY ST,18, , ,2144,STANSBURY,898737.3,1002540
15-053964,2015-10,10/22/2015 21:46,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,ALABAMA AVE / BLOW ST,1, , , , ,889098.7,990888.6
15-054251,2015-10,10/22/2015 22:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4923,LEXINGTON AVE,55, , ,4923,LEXINGTON,891336.5,1034461
15-054013,2015-10,10/22/2015 22:00,Y, , ,1, ,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",3460,OAK HILL AVE,15, , ,3460,OAK HILL,889856,1005486
15-053969,2015-10,10/22/2015 22:08,Y, , ,1, ,32112,5,ROBBERY-RESIDENCE   /FIREARM USED/ATTEMPT,1476,STEWART PL,78, , ,1476,STEWART,885398.1,1031814
15-053974,2015-10,10/22/2015 22:20,Y, , ,1, ,43012,2,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,1001,S GRAND BLVD,29, , , , ,895223.9,1016795
15-054141,2015-10,10/22/2015 22:30,Y, , ,1, ,69702,5,LARCENY-ALL OTHER UNDER $500,0,MONTCLAIR AVE / PAGE BLVD,48, , , , ,883414.8,1030899
15-053978,2015-10,10/22/2015 22:30,Y, , ,1, ,43012,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,7600,N BROADWAY,86, , , , ,897435.9,1044753
15-054030,2015-10,10/22/2015 22:30,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500,3620,N 22ND ST,65, , ,3620,22ND,904232.8,1028654
15-053976,2015-10,10/22/2015 22:39,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,5571,ERA AVE,76, , , , ,889873.6,1047124
15-053973,2015-10,10/22/2015 22:40,Y, , ,1, ,83000,4,ARSON-KNOWINGLY BURNING/SUCCESS,1127,FERRY ST,66, , ,1127,FERRY,905192.6,1032431
15-053979,2015-10,10/22/2015 23:00,Y, , ,1, ,33111,1,ROBBERY-BANK     /FIREARM USED/SUCCESSFUL,7201,S BROADWAY,1,SOUTHERN COMERCIAL BANK, ,7042,CANTERBURY,890252.1,989338.2
15-053975,2015-10,10/22/2015 23:15,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3118,N NEWSTEAD AVE,56, , , , ,894845.2,1031580
15-053977,2015-10,10/22/2015 23:18,Y, , ,1, ,62701,1,LARCENY-PURSESNATCH UNDER $500,4626,S GRAND BLVD,16, ,REAR PARKING LOT,4626,GRAND,892337.3,998645.4
15-054059,2015-10,10/22/2015 23:30,Y, , ,1, ,65701,3,LARCENY-MTR VEH PARTS UNDER $500,3541,ARKANSAS AVE,19, , ,3541,ARKANSAS,893859.7,1004636
15-054050,2015-10,10/22/2015 23:30,Y, , ,1, ,65701,3,LARCENY-MTR VEH PARTS UNDER $500,4022,NEBRASKA AVE,16, , ,4022,NEBRASKA,896147.3,1001094
